tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2023-M-DC-2023-WG2-PO-EST-JAM-01,Davis Cup WG2 PO: EST vs JAM,,4,D,20230204,1,,Kristjan Tamm,R,185.0,EST,24.6,6-1 6-1,3,RR,,202120,,,Rowland Phillips,R,,JAM,29.0,144932,,,,,,,,,,,,,,,,,,,,1387.0,3.0,663.0,40.0,0,1,1
2023-0416,Rome Masters,Clay,128,M,20230508,242,Q,Daniel Altmaier,R,191.0,GER,24.6,3-6 7-5 6-3,3,R64,155.0,126207,12,,Frances Tiafoe,R,188.0,USA,25.2,127157,,7.0,1.0,108.0,63.0,43.0,25.0,15.0,9.0,11.0,8.0,1.0,94.0,65.0,44.0,18.0,15.0,8.0,11.0,12.0,2755.0,65.0,792.0,1,7,1
2024-580,Australian Open,Hard,128,G,20240115,115,,Zizou Bergs,R,185.0,BEL,24.6,5-7 6-1 6-1 6-3,5,R128,179.0,126774,7,,Stefanos Tsitsipas,R,193.0,GRE,25.4,200267,LL,10.0,6.0,116.0,66.0,48.0,27.0,18.0,3.0,5.0,6.0,3.0,113.0,57.0,36.0,28.0,17.0,9.0,16.0,7.0,4025.0,129.0,508.0,4,12,1
2021-7480,Los Cabos,Hard,32,A,20210719,272,,Nicolas Mejia,R,185.0,COL,21.4,6-4 6-1,3,R32,87.0,105877,,,Emilio Gomez,R,185.0,ECU,29.6,200711,,8.0,3.0,53.0,31.0,25.0,12.0,8.0,3.0,3.0,3.0,3.0,55.0,35.0,24.0,6.0,9.0,1.0,5.0,168.0,445.0,301.0,176.0,0,2,0
2023-0410,Monte Carlo Masters,Clay,64,M,20230410,249,,Andy Murray,R,190.0,GBR,35.9,6-1 6-3,3,R64,86.0,200282,14,,Alex De Minaur,R,183.0,AUS,24.1,104918,,1.0,0.0,43.0,15.0,12.0,20.0,8.0,0.0,0.0,1.0,1.0,48.0,24.0,15.0,9.0,8.0,2.0,6.0,19.0,2050.0,54.0,860.0,2,7,1
2024-580,Australian Open,Hard,128,G,20240115,144,,Dominic Thiem,R,185.0,AUT,30.3,6-3 7-5 6-7(5) 5-7 6-3,5,R128,299.0,200000,27,,Felix Auger Aliassime,R,193.0,CAN,23.4,106233,,16.0,10.0,166.0,97.0,75.0,40.0,27.0,5.0,8.0,15.0,8.0,180.0,121.0,85.0,28.0,27.0,8.0,13.0,30.0,1425.0,92.0,654.0,1,13,1
2023-560,Us Open,Hard,128,G,20230828,100,,Dominik Koepfer,L,180.0,GER,29.3,6-2 3-2 RET,5,R128,60.0,207989,1,,Carlos Alcaraz,R,185.0,ESP,20.3,136440,,4.0,0.0,33.0,24.0,20.0,6.0,6.0,2.0,2.0,1.0,2.0,55.0,36.0,22.0,6.0,7.0,8.0,11.0,1.0,9815.0,75.0,777.0,3,15,1
2023-7434,Sofia,Hard,32,A,20231106,283,WC,Dimitar Kuzmanov,R,183.0,BUL,30.2,6-0 6-3,3,R32,84.0,117356,,WC,Cem Ilkel,R,185.0,TUR,28.2,106220,,5.0,1.0,41.0,25.0,21.0,9.0,7.0,0.0,0.0,5.0,1.0,70.0,48.0,23.0,10.0,8.0,9.0,14.0,259.0,228.0,189.0,323.0,0,3,1
2021-M-DC-2021-FLS-D-M-CRO-HUN-01,Davis Cup Finals RR: CRO vs HUN,Hard,2,D,20211128,1,,Fabian Marozsan,R,191.0,HUN,22.1,6-4 6-4,3,RR,70.0,126120,,,Nino Serdarusic,R,191.0,CRO,24.9,206681,,7.0,3.0,55.0,38.0,36.0,7.0,10.0,0.0,0.0,6.0,3.0,54.0,31.0,25.0,12.0,10.0,1.0,3.0,242.0,246.0,359.0,122.0,0,1,0
2023-560,Us Open,Hard,128,G,20230828,204,,Zhizhen Zhang,R,193.0,CHN,26.8,6-3 6-3 4-6 6-3,5,R32,190.0,208014,,WC,Rinky Hijikata,U,,AUS,22.5,111190,,13.0,5.0,120.0,70.0,50.0,23.0,19.0,4.0,8.0,10.0,3.0,133.0,78.0,48.0,24.0,18.0,12.0,19.0,110.0,547.0,67.0,817.0,0,4,1
2023-0451,Doha,Hard,32,A,20230220,286,,Jason Kubler,R,178.0,AUS,29.7,4-6 6-1 6-4,3,R16,136.0,200000,2,,Felix Auger Aliassime,R,193.0,CAN,22.5,106186,,15.0,2.0,81.0,46.0,37.0,22.0,14.0,4.0,5.0,4.0,1.0,79.0,42.0,28.0,22.0,13.0,3.0,6.0,9.0,3200.0,74.0,693.0,1,13,1
2021-580,Australian Open,Hard,128,G,20210208,122,Q,Kimmer Coppejans,R,180.0,BEL,27.0,6-4 3-6 6-7(3) 6-3 6-3,5,R128,208.0,106210,,,Jiri Vesely,L,198.0,CZE,27.5,106293,,22.0,4.0,145.0,100.0,72.0,25.0,25.0,6.0,9.0,18.0,3.0,159.0,108.0,74.0,25.0,24.0,7.0,13.0,68.0,958.0,178.0,368.0,0,5,0
2023-7434,Sofia,Hard,32,A,20231106,295,,Marton Fucsovics,R,188.0,HUN,31.7,6-3 7-6(3),3,QF,112.0,200303,,,Pavel Kotov,R,191.0,RUS,24.9,105916,8,2.0,3.0,77.0,51.0,36.0,15.0,11.0,7.0,8.0,1.0,5.0,70.0,36.0,22.0,19.0,10.0,0.0,2.0,80.0,721.0,47.0,957.0,2,4,1
2020-0352,Paris Masters,Hard,64,M,20201102,268,,Filip Krajinovic,R,185.0,SRB,28.6,7-6(11) 6-1,3,R64,84.0,103852,,,Feliciano Lopez,L,188.0,ESP,39.1,105936,,21.0,4.0,62.0,34.0,34.0,14.0,10.0,1.0,2.0,5.0,3.0,63.0,36.0,25.0,13.0,9.0,1.0,4.0,64.0,953.0,30.0,1628.0,2,2,0
2022-M-DC-2022-FLS-1-A-M-ITA-ARG-01,Davis Cup Finals RR: ITA vs ARG,Hard,2,D,20220916,2,,Francisco Cerundolo,R,185.0,ARG,24.0,7-5 1-6 6-3,3,RR,,206173,,,Jannik Sinner,R,188.0,ITA,21.0,202103,,,,,,,,,,,,,,,,,,,,11.0,3200.0,27.0,1394.0,3,19,1
2023-0425,Barcelona,Clay,64,A,20230417,280,,Francesco Passaro,R,,ITA,22.2,6-2 6-2,3,R32,71.0,202103,15,,Francisco Cerundolo,R,185.0,ARG,24.6,208859,,0.0,3.0,52.0,38.0,32.0,5.0,8.0,3.0,3.0,1.0,1.0,58.0,29.0,18.0,12.0,8.0,5.0,9.0,32.0,1165.0,125.0,486.0,0,6,1
2022-0424,Dallas,Hard,32,A,20220207,288,,Kevin Anderson,R,203.0,RSA,35.7,7-6(1) 6-7(7) 7-6(5),3,R16,150.0,104545,3,,John Isner,R,206.0,USA,36.7,104731,,30.0,3.0,100.0,75.0,67.0,19.0,18.0,0.0,0.0,26.0,6.0,110.0,75.0,65.0,20.0,18.0,1.0,1.0,26.0,1801.0,101.0,699.0,0,7,0
2022-9663,Sydney,Hard,32,A,20220110,275,,Marcos Giron,R,180.0,USA,28.4,6-4 6-2,3,R32,82.0,111442,,WC,Jordan Thompson,R,183.0,AUS,27.7,106218,,4.0,0.0,54.0,39.0,27.0,8.0,9.0,3.0,4.0,3.0,2.0,50.0,29.0,18.0,9.0,9.0,2.0,6.0,73.0,860.0,66.0,929.0,0,7,0
2022-0403,Miami Masters,Hard,128,M,20220321,272,,Hugo Gaston,L,173.0,FRA,21.4,6-3 7-5,3,R32,115.0,111815,10,,Cameron Norrie,L,188.0,GBR,26.5,200384,,7.0,0.0,72.0,49.0,33.0,12.0,11.0,4.0,6.0,3.0,1.0,81.0,39.0,20.0,22.0,10.0,11.0,15.0,12.0,3395.0,68.0,877.0,1,8,0
2023-8996,Santiago,Clay,32,A,20230227,291,,Diego Schwartzman,R,170.0,ARG,30.5,6-4 4-6 7-6(2),3,R16,186.0,111797,,SE,Nicolas Jarry,R,198.0,CHI,27.3,106043,4,10.0,4.0,107.0,70.0,51.0,18.0,16.0,3.0,6.0,0.0,5.0,121.0,91.0,59.0,12.0,16.0,12.0,15.0,87.0,616.0,37.0,1010.0,1,8,1
2021-0506,Buenos Aires,Clay,32,A,20210301,273,WC,Holger Rune,R,185.0,DEN,17.8,2-6 6-4 6-3,3,R32,116.0,105077,5,,Albert Ramos,L,188.0,ESP,33.1,208029,,4.0,0.0,76.0,51.0,36.0,10.0,14.0,2.0,7.0,4.0,2.0,79.0,59.0,36.0,8.0,13.0,6.0,11.0,46.0,1315.0,406.0,102.0,0,5,0
2022-0418,Washington,Hard,64,A,20220801,244,WC,Bradley Klahn,L,190.0,USA,31.9,6-2 6-4,3,R64,77.0,105173,,,Adrian Mannarino,L,183.0,FRA,34.0,105614,,3.0,0.0,45.0,28.0,25.0,11.0,9.0,0.0,0.0,6.0,3.0,69.0,36.0,21.0,18.0,9.0,3.0,6.0,67.0,696.0,808.0,18.0,1,7,1
2024-7480,Los Cabos,Hard,32,A,20240219,290,Q,Emilio Nava,R,183.0,USA,22.2,7-6(5) 6-3,3,R16,117.0,111442,8,,Jordan Thompson,R,183.0,AUS,29.8,207182,,4.0,0.0,66.0,43.0,35.0,14.0,10.0,5.0,5.0,6.0,5.0,85.0,57.0,41.0,9.0,11.0,6.0,8.0,40.0,1071.0,146.0,443.0,0,7,1
2020-8888,Atp Cup,Hard,24,A,20200106,275,,Nicolas Jarry,R,198.0,CHI,24.2,6-4 6-4,3,RR,81.0,144750,,,Lloyd Harris,R,193.0,RSA,22.8,111797,,8.0,1.0,56.0,38.0,32.0,8.0,10.0,1.0,2.0,4.0,3.0,63.0,44.0,28.0,8.0,10.0,5.0,8.0,99.0,569.0,77.0,675.0,0,5,0
2024-0424,Dallas,Hard,32,A,20240205,291,,Yoshihito Nishioka,L,170.0,JPN,28.3,W/O,3,R16,0.0,105173,4,,Adrian Mannarino,L,183.0,FRA,35.6,106415,,,,,,,,,,,,,,,,,,,,17.0,1920.0,83.0,695.0,1,7,1
2022-7290,Estoril,Clay,32,A,20220425,299,,Sebastian Korda,R,196.0,USA,21.8,4-6 7-6(2) 6-4,3,SF,175.0,126207,5,,Frances Tiafoe,R,188.0,USA,24.2,200624,8,8.0,0.0,127.0,68.0,44.0,29.0,16.0,9.0,14.0,8.0,2.0,107.0,62.0,39.0,21.0,16.0,2.0,7.0,29.0,1513.0,37.0,1215.0,1,7,0
2021-520,Roland Garros,Clay,128,G,20210531,185,Q,Botic Van De Zandschulp,R,188.0,NED,25.6,6-4 6-4 5-7 2-6 6-4,5,R64,222.0,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,21.9,122298,,3.0,5.0,154.0,100.0,67.0,28.0,25.0,11.0,17.0,5.0,9.0,164.0,102.0,67.0,31.0,25.0,13.0,19.0,46.0,1408.0,154.0,478.0,0,5,0
2023-0321,Stuttgart,Grass,32,A,20230612,289,,Gregoire Barrere,R,183.0,FRA,29.3,6-3 6-3,3,R16,96.0,207518,6,,Lorenzo Musetti,R,185.0,ITA,21.2,106296,,8.0,2.0,71.0,39.0,32.0,17.0,9.0,7.0,7.0,4.0,2.0,64.0,34.0,22.0,14.0,9.0,2.0,5.0,17.0,2095.0,58.0,815.0,0,6,1
2022-0375,Montpellier,Hard,32,A,20220131,284,,Ilya Ivashka,R,193.0,BLR,27.9,6-3 7-6(2),3,R32,96.0,111456,,,Mackenzie Mcdonald,R,178.0,USA,26.7,125802,,5.0,3.0,71.0,42.0,31.0,17.0,11.0,2.0,4.0,4.0,3.0,70.0,41.0,30.0,9.0,10.0,3.0,6.0,56.0,1119.0,48.0,1159.0,0,5,0
2023-0421,Canada Masters,Hard,64,M,20230807,258,,Borna Coric,R,188.0,CRO,26.7,6-2 6-3,3,R64,73.0,126846,,LL,Aleksandar Vukic,R,188.0,AUS,27.3,106432,14,4.0,0.0,47.0,34.0,29.0,8.0,9.0,1.0,1.0,2.0,1.0,55.0,30.0,23.0,8.0,8.0,8.0,11.0,62.0,855.0,15.0,2315.0,1,4,1
2023-0416,Rome Masters,Clay,128,M,20230508,192,,Marc Andrea Huesler,L,196.0,SUI,26.8,6-7(6) 6-4 6-2,3,R128,150.0,106186,,,Jason Kubler,R,178.0,AUS,29.9,144817,,5.0,2.0,96.0,55.0,42.0,20.0,15.0,4.0,7.0,4.0,3.0,104.0,59.0,39.0,20.0,15.0,5.0,11.0,66.0,782.0,82.0,720.0,0,3,1
2022-560,Us Open,Hard,128,G,20220829,155,,Laslo Djere,R,188.0,SRB,27.2,7-6(5) 6-3 3-6 4-6 6-4,5,R128,221.0,126094,9,,Andrey Rublev,R,188.0,RUS,24.8,111513,,13.0,3.0,143.0,81.0,62.0,30.0,25.0,9.0,16.0,16.0,13.0,180.0,106.0,73.0,34.0,26.0,6.0,13.0,11.0,3120.0,64.0,747.0,1,12,1
2021-9410,Nur-Sultan,Hard,32,A,20210920,294,,Carlos Taberner,R,183.0,ESP,24.1,6-3 6-4,3,QF,89.0,122330,2,,Alexander Bublik,R,196.0,KAZ,24.2,126535,,17.0,4.0,62.0,45.0,39.0,5.0,10.0,1.0,1.0,4.0,1.0,64.0,39.0,24.0,14.0,9.0,4.0,6.0,34.0,1588.0,117.0,668.0,2,9,0
2023-0341,Metz,Hard,32,A,20231106,292,Q,Abedallah Shelbayh,L,,JOR,19.9,6-3 7-5,3,R16,93.0,132283,6,,Lorenzo Sonego,R,191.0,ITA,28.4,209406,,10.0,1.0,60.0,40.0,32.0,14.0,11.0,3.0,3.0,3.0,5.0,70.0,43.0,32.0,11.0,10.0,4.0,6.0,49.0,955.0,215.0,294.0,0,5,1
2021-0403,Miami Masters,Hard,128,M,20210322,277,,Adrian Mannarino,L,183.0,FRA,32.7,6-1 6-4,3,R32,75.0,106043,5,,Diego Schwartzman,R,170.0,ARG,28.5,105173,25,1.0,1.0,47.0,31.0,25.0,11.0,9.0,0.0,0.0,5.0,1.0,48.0,33.0,19.0,9.0,8.0,2.0,5.0,9.0,3640.0,36.0,1661.0,0,9,0
2022-4138,Tel Aviv,Hard,32,A,20220926,276,,J J Wolf,R,183.0,USA,23.7,6-3 6-2,3,R32,73.0,200325,,,Emil Ruusuvuori,R,188.0,FIN,23.4,200670,,4.0,1.0,44.0,27.0,18.0,14.0,8.0,1.0,2.0,1.0,4.0,50.0,21.0,7.0,15.0,9.0,0.0,5.0,54.0,896.0,75.0,683.0,2,5,1
2022-560,Us Open,Hard,128,G,20220829,223,,Andrey Rublev,R,188.0,RUS,24.8,7-6(3) 7-6(0) 6-4,5,QF,156.0,126207,22,,Frances Tiafoe,R,188.0,USA,24.6,126094,9,18.0,3.0,112.0,56.0,49.0,35.0,18.0,4.0,4.0,14.0,1.0,109.0,60.0,46.0,26.0,18.0,3.0,4.0,26.0,1400.0,11.0,3120.0,1,7,1
2020-9408,Sardinia,Clay,32,A,20201012,299,LL,Danilo Petrovic,R,203.0,SRB,28.7,6-1 6-0,3,SF,58.0,106065,,WC,Marco Cecchinato,R,185.0,ITA,28.0,105905,,3.0,0.0,43.0,28.0,21.0,9.0,7.0,0.0,0.0,1.0,2.0,46.0,28.0,14.0,4.0,6.0,6.0,11.0,103.0,671.0,166.0,362.0,0,4,0
2020-580,Australian Open,Hard,128,G,20200120,184,,Jannik Sinner,R,188.0,ITA,18.4,6-4 6-4 6-3,5,R64,136.0,105916,,,Marton Fucsovics,R,188.0,HUN,27.9,206173,,6.0,3.0,88.0,55.0,38.0,16.0,15.0,1.0,4.0,0.0,4.0,101.0,55.0,36.0,17.0,14.0,5.0,12.0,67.0,827.0,82.0,671.0,1,7,0
2022-520,Roland Garros,Clay,128,G,20220523,184,,Henri Laaksonen,R,185.0,SUI,30.1,6-2 6-3 6-3,5,R64,,208029,,,Holger Rune,R,185.0,DEN,19.0,105967,,6.0,4.0,72.0,48.0,42.0,13.0,13.0,1.0,1.0,3.0,1.0,88.0,51.0,28.0,21.0,13.0,6.0,11.0,40.0,1159.0,96.0,668.0,1,10,0
2022-0440,s Hertogenbosch,Grass,32,A,20220606,277,WC,Jesper De Jong,R,,NED,22.0,7-6(3) 6-3,3,R32,93.0,202385,8,,Jenson Brooksby,R,188.0,USA,21.6,207411,,2.0,0.0,65.0,49.0,39.0,9.0,11.0,4.0,5.0,5.0,2.0,69.0,44.0,29.0,14.0,10.0,6.0,8.0,34.0,1217.0,171.0,347.0,0,5,0
2020-580,Australian Open,Hard,128,G,20200120,152,,Cedrik Marcel Stebe,L,183.0,GER,29.2,6-4 3-6 6-3 6-7(2) 6-0,5,R128,199.0,105332,21,,Benoit Paire,R,196.0,FRA,30.7,105649,,13.0,12.0,165.0,85.0,61.0,43.0,23.0,18.0,21.0,7.0,9.0,153.0,93.0,62.0,30.0,23.0,9.0,16.0,21.0,1703.0,154.0,340.0,0,5,0
2021-M-DC-2021-FLS-M-RTF-SWE-01,Davis Cup Finals QF: RTF vs SWE,Hard,2,D,20211202,1,,Elias Ymer,R,183.0,SWE,25.6,6-2 5-7 7-6(3),3,RR,130.0,126094,,,Andrey Rublev,R,188.0,RUS,24.1,111200,,8.0,1.0,97.0,61.0,47.0,20.0,16.0,4.0,7.0,12.0,6.0,109.0,67.0,43.0,24.0,16.0,8.0,12.0,5.0,5150.0,171.0,401.0,1,12,0
2021-0495,Dubai,Hard,64,A,20210315,280,,Richard Gasquet,R,185.0,FRA,34.7,6-3 6-4,3,R32,67.0,128034,13,,Hubert Hurkacz,R,196.0,POL,24.0,104755,,11.0,0.0,49.0,34.0,28.0,12.0,10.0,0.0,0.0,4.0,1.0,57.0,33.0,23.0,12.0,9.0,2.0,4.0,35.0,1645.0,49.0,1185.0,4,9,0
2021-0410,Monte Carlo Masters,Clay,64,M,20210412,248,,Alexander Bublik,R,196.0,KAZ,23.8,6-4 0-6 7-5,3,R64,101.0,104871,,,Jeremy Chardy,R,188.0,FRA,34.1,122330,,2.0,4.0,83.0,52.0,35.0,13.0,14.0,5.0,10.0,6.0,7.0,74.0,32.0,24.0,21.0,14.0,1.0,5.0,53.0,1168.0,42.0,1462.0,0,4,0
2022-0322,Geneva,Clay,32,A,20220516,273,WC,Ricardas Berankis,R,175.0,LTU,31.9,6-4 6-4,3,R32,89.0,105643,7,,Federico Delbonis,L,190.0,ARG,31.6,105575,,6.0,3.0,78.0,53.0,34.0,16.0,10.0,5.0,6.0,2.0,0.0,52.0,33.0,21.0,10.0,10.0,0.0,3.0,62.0,919.0,101.0,645.0,1,3,0
2021-7485,Antwerp,Hard,32,A,20211018,289,,Botic Van De Zandschulp,R,188.0,NED,26.0,6-2 6-0,3,R16,63.0,202385,,Q,Jenson Brooksby,R,188.0,USA,20.9,122298,,1.0,1.0,41.0,22.0,17.0,14.0,7.0,1.0,1.0,2.0,4.0,51.0,26.0,16.0,6.0,7.0,5.0,10.0,70.0,947.0,61.0,1029.0,0,5,0
2021-7290,Estoril,Clay,32,A,20210426,280,,Lloyd Harris,R,193.0,RSA,24.1,6-3 6-4,3,R32,77.0,106065,,,Marco Cecchinato,R,185.0,ITA,28.5,144750,,1.0,0.0,60.0,45.0,31.0,10.0,10.0,2.0,3.0,5.0,4.0,55.0,35.0,25.0,7.0,9.0,5.0,8.0,94.0,816.0,53.0,1182.0,0,4,0
2021-0451,Doha,Hard,32,A,20210308,298,,Taylor Fritz,R,193.0,USA,23.3,7-6(3) 6-1,3,SF,75.0,105932,,,Nikoloz Basilashvili,R,185.0,GEO,29.0,126203,,5.0,1.0,58.0,24.0,19.0,23.0,10.0,0.0,1.0,8.0,1.0,64.0,41.0,28.0,10.0,9.0,4.0,7.0,42.0,1405.0,33.0,1695.0,0,6,0
2022-8888,Atp Cup,Hard,16,A,20220103,273,,Max Purcell,R,185.0,AUS,23.7,6-1 6-3,3,RR,63.0,206173,,,Jannik Sinner,R,188.0,ITA,20.3,126845,,6.0,0.0,41.0,30.0,25.0,6.0,8.0,0.0,1.0,4.0,2.0,51.0,28.0,19.0,4.0,8.0,5.0,10.0,10.0,3350.0,176.0,386.0,3,19,0
2021-9510,Parma,Clay,32,A,20210524,288,,Albert Ramos,L,188.0,ESP,33.3,6-3 6-7(4) 6-2,3,R16,157.0,105613,,LL,Norbert Gombos,R,193.0,SVK,30.7,105077,3,8.0,5.0,115.0,62.0,43.0,23.0,15.0,10.0,13.0,3.0,2.0,93.0,56.0,38.0,14.0,14.0,6.0,12.0,87.0,871.0,38.0,1595.0,0,3,0
2021-0416,Rome Masters,Clay,64,M,20210510,280,WC,Gianluca Mager,R,185.0,ITA,26.4,6-4 6-4,3,R32,87.0,132283,,,Lorenzo Sonego,R,191.0,ITA,25.9,126149,,1.0,0.0,54.0,34.0,29.0,10.0,10.0,0.0,1.0,1.0,0.0,54.0,34.0,22.0,12.0,10.0,1.0,4.0,33.0,1817.0,90.0,844.0,0,5,0
2021-0375,Montpellier,Hard,32,A,20210222,299,Q,Peter Gojowczyk,R,185.0,GER,31.6,7-5 6-1,3,SF,74.0,105138,1,,Roberto Bautista Agut,R,183.0,ESP,32.8,105376,,6.0,2.0,52.0,37.0,31.0,8.0,9.0,3.0,3.0,4.0,5.0,59.0,32.0,24.0,8.0,10.0,7.0,11.0,13.0,2710.0,144.0,491.0,1,8,0
2022-540,Wimbledon,Grass,128,G,20220627,151,,Daniel Evans,R,175.0,GBR,32.0,6-1 6-4 6-3,5,R128,129.0,106186,,,Jason Kubler,R,178.0,AUS,29.1,105554,28,8.0,3.0,76.0,43.0,32.0,23.0,13.0,3.0,3.0,5.0,5.0,77.0,39.0,28.0,18.0,13.0,3.0,8.0,99.0,580.0,33.0,1198.0,0,3,1
2023-520,Roland Garros,Clay,128,G,20230529,109,LL,Facundo Diaz Acosta,L,183.0,ARG,22.4,1-6 6-3 6-4 3-6 6-1,5,R128,205.0,106186,,,Jason Kubler,R,178.0,AUS,30.0,207680,,5.0,5.0,137.0,92.0,60.0,23.0,21.0,7.0,12.0,3.0,5.0,123.0,71.0,48.0,26.0,21.0,6.0,12.0,69.0,777.0,137.0,441.0,0,3,1
2021-0495,Dubai,Hard,64,A,20210315,296,,Jeremy Chardy,R,188.0,FRA,34.0,7-5 6-4,3,QF,84.0,133430,3,,Denis Shapovalov,L,185.0,CAN,21.9,104871,,10.0,2.0,50.0,28.0,26.0,18.0,11.0,0.0,0.0,0.0,3.0,63.0,32.0,24.0,18.0,11.0,0.0,2.0,12.0,2865.0,53.0,1120.0,1,5,0
2021-520,Roland Garros,Clay,128,G,20210531,172,,Richard Gasquet,R,185.0,FRA,34.9,6-0 7-5 6-2,5,R64,134.0,104745,3,,Rafael Nadal,L,185.0,ESP,34.9,104755,,3.0,3.0,77.0,45.0,38.0,15.0,13.0,3.0,4.0,2.0,5.0,91.0,47.0,33.0,12.0,13.0,9.0,16.0,3.0,9630.0,53.0,1213.0,1,16,0
2023-0308,Munich,Clay,32,A,20230417,293,WC,Yannick Hanfmann,R,193.0,GER,31.4,6-3 6-4,3,R16,84.0,208029,1,,Holger Rune,R,185.0,DEN,19.9,105870,,2.0,4.0,58.0,36.0,29.0,11.0,10.0,1.0,2.0,0.0,2.0,60.0,33.0,19.0,15.0,9.0,6.0,9.0,7.0,3865.0,112.0,534.0,1,10,1
2023-0424,Dallas,Hard,32,A,20230206,280,,Michael Mmoh,R,188.0,USA,25.0,6-3 3-6 6-3,3,R32,130.0,200059,,,Yibing Wu,R,183.0,CHN,23.3,111581,,9.0,1.0,88.0,58.0,41.0,16.0,14.0,5.0,7.0,12.0,3.0,86.0,54.0,35.0,18.0,13.0,6.0,9.0,97.0,544.0,86.0,599.0,0,5,1
2022-540,Wimbledon,Grass,128,G,20220627,172,,Casper Ruud,R,183.0,NOR,23.5,3-6 6-2 7-5 6-4,5,R64,156.0,200005,,,Ugo Humbert,L,188.0,FRA,24.0,134770,3,10.0,6.0,117.0,78.0,56.0,18.0,20.0,5.0,9.0,6.0,9.0,122.0,76.0,51.0,21.0,19.0,5.0,11.0,112.0,521.0,6.0,5050.0,0,11,1
2023-1536,Madrid Masters,Clay,128,M,20230424,254,,Alexander Bublik,R,196.0,KAZ,25.8,6-1 4-6 7-6(9),3,R64,124.0,208029,6,,Holger Rune,R,185.0,DEN,19.9,122330,,7.0,4.0,86.0,57.0,49.0,15.0,14.0,3.0,4.0,13.0,9.0,98.0,68.0,50.0,13.0,15.0,2.0,5.0,7.0,4070.0,55.0,865.0,1,10,1
2022-8996,Santiago,Clay,32,A,20220221,277,,Juan Pablo Varillas,R,185.0,PER,26.3,6-4 6-4,3,R32,94.0,202104,7,,Sebastian Baez,R,170.0,ARG,21.1,122669,,1.0,3.0,59.0,43.0,32.0,9.0,10.0,2.0,3.0,4.0,1.0,63.0,31.0,21.0,17.0,10.0,3.0,6.0,78.0,821.0,117.0,592.0,3,12,0
2023-580,Australian Open,Hard,128,G,20230116,133,Q,Max Purcell,R,185.0,AUS,24.7,4-6 6-3 6-4 7-6(11),5,R128,221.0,200325,,,Emil Ruusuvuori,R,188.0,FIN,23.7,126845,,10.0,4.0,140.0,95.0,70.0,26.0,21.0,6.0,8.0,21.0,5.0,141.0,89.0,71.0,16.0,20.0,8.0,11.0,46.0,941.0,205.0,268.0,2,5,1
2021-9512,Belgrade 2,Clay,32,A,20210524,295,,Fernando Verdasco,L,188.0,ESP,37.5,6-2 6-0,3,QF,62.0,144684,,Q,Alex Molcan,L,178.0,SVK,23.4,104269,,3.0,2.0,42.0,30.0,23.0,7.0,7.0,2.0,2.0,1.0,1.0,52.0,40.0,17.0,5.0,7.0,7.0,12.0,255.0,237.0,107.0,755.0,1,5,0
2024-M-DC-2024-WG2-PO-BOL-THA-01,Davis Cup WG2 PO: BOL vs THA,Clay,4,D,20240203,1,,Maximus Jones,U,,THA,19.3,6-3 6-2,3,RR,77.0,210178,,,Juan Carlos Prado Angelo,U,,BOL,18.8,210382,,4.0,3.0,47.0,23.0,17.0,14.0,9.0,0.0,1.0,3.0,14.0,71.0,33.0,22.0,12.0,8.0,7.0,12.0,605.0,56.0,581.0,61.0,1,1,1
2021-580,Australian Open,Hard,128,G,20210208,144,LL,Robin Haase,R,190.0,NED,33.8,7-6(4) 6-3 4-6 6-2,5,R128,134.0,105936,28,,Filip Krajinovic,R,185.0,SRB,28.9,104898,,14.0,2.0,112.0,74.0,61.0,21.0,20.0,0.0,2.0,15.0,3.0,106.0,64.0,45.0,25.0,19.0,3.0,7.0,33.0,1673.0,197.0,340.0,0,5,0
2022-560,Us Open,Hard,128,G,20220829,154,,Fernando Verdasco,L,188.0,ESP,38.7,6-2 6-7(4) 6-3 6-3,5,R128,196.0,126952,,,Soon Woo Kwon,R,180.0,KOR,24.7,104269,,9.0,7.0,125.0,74.0,55.0,30.0,19.0,5.0,6.0,14.0,4.0,119.0,68.0,46.0,26.0,20.0,7.0,13.0,81.0,646.0,122.0,454.0,0,7,1
2024-0404,Indian Wells Masters,Hard,128,M,20240304,281,,Sebastian Korda,R,196.0,USA,23.6,6-4 5-7 6-3,3,R32,151.0,106421,4,,Daniil Medvedev,R,198.0,RUS,28.0,200624,29,2.0,10.0,87.0,44.0,31.0,18.0,15.0,2.0,9.0,3.0,5.0,121.0,68.0,43.0,17.0,16.0,13.0,22.0,4.0,7715.0,29.0,1345.0,2,16,1
