tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,Player1_entry,Player1_name,Player1_hand,Player1_ht,Player1_ioc,Player1_age,score,best_of,round,minutes,Player2_id,Player2_seed,Player2_entry,Player2_name,Player2_hand,Player2_ht,Player2_ioc,Player2_age,Player1_id,Player1_seed,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,Player2_rank,Player2_rank_points,Player1_rank,Player1_rank_points,Player2_streak,Player2_max_streak,y
2022-520,Roland Garros,Clay,128,G,20220523,135,,Peter Gojowczyk,R,185.0,GER,32.8,6-2 6-2 6-1,5,R128,,132283,32,,Lorenzo Sonego,R,191.0,ITA,27.0,105376,,7.0,0.0,68.0,49.0,36.0,9.0,11.0,2.0,4.0,1.0,2.0,79.0,50.0,24.0,7.0,12.0,7.0,16.0,35.0,1190.0,94.0,672.0,0,5,0
2024-0336,Hong Kong,Hard,32,A,20240101,278,,Laslo Djere,R,188.0,SRB,28.5,6-7(5) 6-3 7-6(8),3,R32,171.0,209992,,WC,Juncheng Shang,L,,CHN,18.9,111513,7,4.0,0.0,96.0,64.0,52.0,19.0,16.0,0.0,2.0,11.0,3.0,122.0,88.0,65.0,11.0,17.0,7.0,11.0,183.0,335.0,33.0,1285.0,0,5,1
2022-520,Roland Garros,Clay,128,G,20220523,172,,Sebastian Baez,R,170.0,ARG,21.3,2-6 4-6 6-1 6-2 7-5,5,R64,,100644,3,,Alexander Zverev,R,198.0,GER,25.0,202104,,12.0,4.0,155.0,106.0,72.0,23.0,23.0,8.0,13.0,0.0,5.0,132.0,94.0,58.0,18.0,22.0,4.0,11.0,3.0,7075.0,36.0,1178.0,8,17,0
2020-560,Us Open,Hard,128,G,20200831,147,,Federico Delbonis,L,190.0,ARG,29.9,6-1 6-2 6-4,5,R128,106.0,106421,3,,Daniil Medvedev,R,198.0,RUS,24.5,105643,,4.0,4.0,66.0,43.0,37.0,16.0,13.0,2.0,2.0,1.0,3.0,84.0,54.0,32.0,13.0,12.0,4.0,9.0,5.0,5890.0,79.0,711.0,2,16,0
2022-0404,Indian Wells Masters,Hard,128,M,20220307,256,,Lorenzo Sonego,R,191.0,ITA,26.8,6-3 6-4,3,R64,97.0,126127,,,Benjamin Bonzi,R,185.0,FRA,25.7,132283,21,1.0,1.0,53.0,29.0,22.0,16.0,10.0,1.0,2.0,8.0,4.0,71.0,47.0,30.0,10.0,9.0,7.0,10.0,62.0,909.0,21.0,1937.0,0,4,0
2023-0337,Vienna,Hard,32,A,20231023,272,,Francisco Cerundolo,R,185.0,ARG,25.1,6-4 5-7 6-2,3,R32,139.0,132283,,LL,Lorenzo Sonego,R,191.0,ITA,28.4,202103,,8.0,0.0,83.0,58.0,43.0,19.0,15.0,2.0,3.0,0.0,1.0,105.0,69.0,43.0,21.0,15.0,9.0,12.0,52.0,935.0,21.0,1680.0,0,5,1
2022-9665,Melbourne,Hard,32,A,20220103,275,WC,Andy Murray,R,190.0,GBR,34.6,6-3 5-7 6-3,3,R32,146.0,105487,,,Facundo Bagnis,L,183.0,ARG,31.8,104918,,8.0,1.0,104.0,65.0,45.0,22.0,15.0,11.0,13.0,8.0,3.0,88.0,52.0,40.0,16.0,15.0,2.0,6.0,76.0,860.0,134.0,521.0,1,4,0
2020-580,Australian Open,Hard,128,G,20200120,220,,Rafael Nadal,L,185.0,ESP,33.6,7-6(3) 7-6(4) 4-6 7-6(6),5,QF,250.0,106233,5,,Dominic Thiem,R,185.0,AUT,26.3,104745,1,14.0,4.0,140.0,83.0,65.0,28.0,23.0,5.0,9.0,11.0,3.0,151.0,105.0,72.0,24.0,23.0,5.0,8.0,5.0,5890.0,1.0,10235.0,1,11,0
2021-0807,Acapulco,Hard,32,A,20210315,287,Q,Tallon Griekspoor,R,188.0,NED,24.7,4-6 6-3 7-6(3),3,R16,143.0,134770,8,,Casper Ruud,R,183.0,NOR,22.2,134868,,11.0,1.0,97.0,65.0,52.0,18.0,16.0,3.0,4.0,9.0,8.0,95.0,60.0,45.0,21.0,15.0,4.0,5.0,25.0,1909.0,154.0,472.0,5,18,0
2020-M056,Adelaide,Hard,32,A,20200113,280,,Gilles Simon,R,183.0,FRA,35.0,6-3 7-5,3,R32,93.0,104871,,,Jeremy Chardy,R,188.0,FRA,32.9,104468,,11.0,5.0,58.0,36.0,30.0,10.0,10.0,3.0,4.0,1.0,4.0,64.0,46.0,31.0,6.0,11.0,5.0,9.0,56.0,920.0,60.0,890.0,0,4,0
2022-0403,Miami Masters,Hard,128,M,20220321,265,,Denis Shapovalov,L,185.0,CAN,22.9,6-3 6-4,3,R64,79.0,144750,,,Lloyd Harris,R,193.0,RSA,25.0,133430,12,5.0,0.0,47.0,30.0,23.0,12.0,9.0,1.0,2.0,4.0,6.0,66.0,35.0,22.0,15.0,10.0,6.0,10.0,44.0,1101.0,14.0,2863.0,0,5,0
2022-0416,Rome Masters,Clay,64,M,20220509,300,,Stefanos Tsitsipas,R,193.0,GRE,23.7,6-0 7-6(5),3,F,96.0,104925,1,,Novak Djokovic,R,188.0,SRB,34.9,126774,4,6.0,1.0,53.0,37.0,30.0,9.0,9.0,1.0,2.0,1.0,1.0,59.0,39.0,25.0,7.0,9.0,2.0,6.0,1.0,8260.0,5.0,5750.0,2,26,0
2020-560,Us Open,Hard,128,G,20200831,102,,Joao Sousa,R,185.0,POR,31.4,6-2 7-5 2-6 6-1,5,R128,154.0,111581,,,Michael Mmoh,R,188.0,USA,22.6,105311,,8.0,4.0,116.0,79.0,58.0,19.0,18.0,7.0,10.0,7.0,2.0,94.0,56.0,32.0,25.0,17.0,4.0,10.0,186.0,281.0,68.0,776.0,2,4,0
2024-0495,Dubai,Hard,32,A,20240226,299,,Daniil Medvedev,R,198.0,RUS,28.0,7-5 6-3,3,SF,110.0,200005,5,,Ugo Humbert,L,188.0,FRA,25.6,106421,1,4.0,0.0,80.0,57.0,35.0,15.0,11.0,7.0,8.0,6.0,4.0,73.0,42.0,28.0,14.0,10.0,6.0,9.0,18.0,1990.0,4.0,8015.0,0,11,1
2023-1536,Madrid Masters,Clay,128,M,20230424,296,LL,Daniel Altmaier,R,191.0,GER,24.6,6-3 6-3,3,QF,74.0,106432,17,,Borna Coric,R,188.0,CRO,26.4,127157,,2.0,0.0,46.0,31.0,28.0,9.0,9.0,0.0,0.0,1.0,4.0,47.0,32.0,21.0,7.0,9.0,2.0,5.0,20.0,1890.0,92.0,633.0,0,7,1
2020-M024,Cincinnati Masters,Hard,64,M,20200824,267,,Lorenzo Sonego,R,191.0,ITA,25.2,6-3 7-6(7),3,R64,104.0,105815,,WC,Tennys Sandgren,R,188.0,USA,29.0,132283,,7.0,3.0,74.0,49.0,39.0,13.0,11.0,1.0,1.0,7.0,3.0,68.0,46.0,33.0,12.0,10.0,0.0,1.0,55.0,923.0,46.0,1030.0,0,5,0
2022-0404,Indian Wells Masters,Hard,128,M,20220307,215,PR,Borna Coric,R,188.0,CRO,25.3,6-7(5) 6-0 7-5,3,R128,143.0,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,22.7,106432,,4.0,4.0,92.0,59.0,40.0,19.0,15.0,4.0,7.0,7.0,3.0,102.0,67.0,40.0,14.0,15.0,10.0,17.0,45.0,1115.0,167.0,349.0,0,5,0
2021-0425,Barcelona,Clay,64,A,20210419,282,,Pierre Hugues Herbert,R,188.0,FRA,30.0,6-2 6-4,3,R32,70.0,105676,8,,David Goffin,R,180.0,BEL,30.3,105732,,5.0,1.0,47.0,26.0,23.0,13.0,9.0,0.0,0.0,1.0,3.0,56.0,32.0,17.0,13.0,9.0,1.0,4.0,12.0,2885.0,78.0,942.0,0,6,0
2021-7290,Estoril,Clay,32,A,20210426,288,LL,Roberto Carballes Baena,R,183.0,ESP,28.0,6-3 7-6(4),3,R16,109.0,104731,,,Kevin Anderson,R,203.0,RSA,34.9,106148,,12.0,3.0,83.0,56.0,44.0,14.0,11.0,1.0,2.0,0.0,2.0,64.0,45.0,30.0,12.0,10.0,2.0,4.0,105.0,755.0,93.0,819.0,0,6,0
2020-M-DC-2020-WG2-PO-DEN-PUR-01,Davis Cup WG2 PO: DEN vs PUR,Hard,4,D,20200306,4,,Ignacio Garcia,,,PUR,20.7,7-6(5) 6-2,3,RR,,104233,,,Frederik Nielsen,R,190.0,DEN,36.5,200620,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
2022-540,Wimbledon,Grass,128,G,20220627,102,,Laslo Djere,R,188.0,SRB,27.0,7-6(6) 6-2 1-6 4-6 7-6(11),5,R128,201.0,126214,,,Alejandro Tabilo,L,188.0,CHI,25.0,111513,,11.0,8.0,159.0,99.0,77.0,31.0,25.0,5.0,9.0,15.0,10.0,163.0,101.0,77.0,31.0,26.0,3.0,6.0,78.0,746.0,57.0,946.0,6,6,0
2021-0451,Doha,Hard,32,A,20210308,295,,Denis Shapovalov,L,185.0,CAN,21.8,5-7 6-3 7-5,3,QF,125.0,126203,,,Taylor Fritz,R,193.0,USA,23.3,133430,4,11.0,2.0,102.0,72.0,57.0,14.0,17.0,3.0,5.0,12.0,5.0,82.0,51.0,42.0,18.0,16.0,1.0,4.0,33.0,1695.0,11.0,2910.0,1,8,0
2024-0404,Indian Wells Masters,Hard,128,M,20240304,212,,Pavel Kotov,R,191.0,RUS,25.2,4-6 6-3 7-5,3,R128,127.0,126214,,,Alejandro Tabilo,L,188.0,CHI,26.7,200303,,3.0,3.0,89.0,52.0,43.0,21.0,16.0,5.0,7.0,3.0,6.0,76.0,53.0,42.0,9.0,15.0,2.0,5.0,39.0,1116.0,67.0,819.0,6,6,1
2022-9158,Cordoba,Clay,32,A,20220131,283,,Hugo Dellien,R,180.0,BOL,28.6,7-5 6-3,3,R32,85.0,123755,,LL,Daniel Elahi Galan,R,191.0,COL,25.6,106198,,6.0,1.0,58.0,34.0,28.0,17.0,11.0,1.0,1.0,3.0,2.0,64.0,45.0,34.0,6.0,10.0,6.0,8.0,127.0,582.0,109.0,684.0,0,3,0
2021-9428,Murray River Open,Hard,64,A,20210201,299,,Jeremy Chardy,R,188.0,FRA,33.9,6-2 6-2,3,SF,60.0,105554,8,,Daniel Evans,R,175.0,GBR,30.6,104871,,3.0,1.0,37.0,21.0,21.0,11.0,8.0,0.0,0.0,2.0,3.0,41.0,20.0,13.0,7.0,8.0,3.0,7.0,33.0,1589.0,66.0,950.0,0,5,0
2020-8888,Atp Cup,Hard,24,A,20200106,253,,Alexander Cozbinov,R,188.0,MDA,24.6,6-2 6-2,3,RR,71.0,111815,,,Cameron Norrie,L,188.0,GBR,24.3,126612,,3.0,1.0,38.0,22.0,20.0,12.0,8.0,0.0,0.0,0.0,2.0,57.0,39.0,23.0,6.0,8.0,4.0,8.0,52.0,975.0,816.0,18.0,1,8,0
2021-0416,Rome Masters,Clay,64,M,20210510,239,,Ugo Humbert,L,188.0,FRA,22.8,6-2 6-4,3,R64,90.0,206173,,,Jannik Sinner,R,188.0,ITA,19.7,200005,,0.0,1.0,49.0,29.0,21.0,12.0,9.0,0.0,1.0,2.0,0.0,72.0,36.0,19.0,19.0,9.0,10.0,14.0,18.0,2545.0,32.0,1825.0,3,19,0
2021-0422,Cincinnati Masters,Hard,64,M,20210816,258,,Filip Krajinovic,R,185.0,SRB,29.4,0-6 6-4 6-4,3,R64,128.0,200282,14,,Alex De Minaur,R,183.0,AUS,22.4,105936,,8.0,1.0,100.0,63.0,44.0,15.0,13.0,5.0,9.0,3.0,1.0,75.0,48.0,35.0,13.0,13.0,4.0,7.0,18.0,2600.0,33.0,1724.0,2,7,0
2023-8996,Santiago,Clay,32,A,20230227,273,,Pedro Cachin,R,185.0,ARG,27.8,6-4 3-6 6-3,3,R32,122.0,207678,,Q,Juan Manuel Cerundolo,L,183.0,ARG,21.2,106398,7,4.0,4.0,81.0,46.0,39.0,18.0,14.0,2.0,3.0,9.0,0.0,72.0,45.0,35.0,18.0,14.0,2.0,4.0,108.0,515.0,61.0,797.0,1,5,1
2020-9404,Cologne 1,Hard,32,A,20201012,290,,Marin Cilic,R,198.0,CRO,32.0,3-6 7-6(3) 6-2,3,R16,142.0,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,21.3,105227,8,2.0,1.0,95.0,64.0,48.0,18.0,14.0,3.0,5.0,12.0,0.0,100.0,59.0,41.0,23.0,15.0,7.0,10.0,71.0,848.0,40.0,1270.0,0,5,0
2020-0424,New York,Hard,32,A,20200210,275,WC,Jack Sock,R,185.0,USA,27.3,6-3 6-4,3,R32,76.0,106218,,,Marcos Giron,R,180.0,USA,26.5,106058,,2.0,0.0,57.0,37.0,28.0,12.0,10.0,3.0,5.0,4.0,0.0,56.0,33.0,17.0,14.0,9.0,6.0,10.0,113.0,483.0,,,0,4,0
2023-M-DC-2023-FLS-2-B-M-GBR-FRA-01,Davis Cup Finals RR: GBR vs FRA,Hard,2,D,20230917,2,,Cameron Norrie,L,188.0,GBR,28.0,7-6(5) 3-6 7-5,3,RR,,200005,,,Ugo Humbert,L,188.0,FRA,25.2,111815,,20.0,1.0,101.0,65.0,52.0,19.0,16.0,2.0,3.0,2.0,3.0,119.0,82.0,57.0,20.0,17.0,5.0,6.0,36.0,1268.0,17.0,1985.0,0,11,1
2021-0096,Tokyo Olympics,Hard,64,A,20210724,244,,Kamil Majchrzak,R,183.0,POL,25.5,6-4 6-2,3,R64,,200175,,,Miomir Kecmanovic,R,183.0,SRB,21.8,111794,,,,,,,,,,,,,,,,,,,,50.0,1309.0,115.0,722.0,0,5,0
2021-560,Us Open,Hard,128,G,20210830,150,,Taro Daniel,R,191.0,JPN,28.5,6-3 6-3 6-3,5,R128,123.0,105487,,,Facundo Bagnis,L,183.0,ARG,31.5,106121,,7.0,1.0,78.0,45.0,37.0,16.0,14.0,2.0,4.0,5.0,3.0,66.0,34.0,22.0,14.0,13.0,1.0,7.0,80.0,913.0,109.0,744.0,1,4,0
2022-M-DC-2022-FLS-4-D-M-USA-GBR-01,Davis Cup Finals RR: USA vs GBR,Hard,2,D,20220914,2,,Taylor Fritz,R,193.0,USA,24.8,2-6 7-6(2) 7-5,3,RR,,111815,,,Cameron Norrie,L,188.0,GBR,27.0,126203,,,,,,,,,,,,,,,,,,,,8.0,3550.0,12.0,3055.0,1,8,1
2023-0341,Metz,Hard,32,A,20231106,278,,Yannick Hanfmann,R,193.0,GER,31.9,7-6(5) 6-4,3,R32,99.0,106296,,,Gregoire Barrere,R,183.0,FRA,29.7,105870,7,7.0,1.0,80.0,52.0,40.0,16.0,11.0,6.0,7.0,3.0,0.0,70.0,47.0,31.0,14.0,11.0,0.0,2.0,85.0,698.0,50.0,937.0,0,4,1
2022-580,Australian Open,Hard,128,G,20220117,114,,Jiri Vesely,L,198.0,CZE,28.5,7-5 6-3 6-4,5,R128,155.0,111578,,WC,Stefan Kozlov,R,183.0,USA,23.9,106210,,5.0,7.0,96.0,66.0,52.0,18.0,16.0,4.0,4.0,3.0,4.0,98.0,58.0,45.0,18.0,15.0,5.0,8.0,169.0,401.0,78.0,824.0,0,2,0
2024-7694,Lyon,Clay,32,A,20240520,278,,Jaume Munar,R,183.0,ESP,27.0,7-6(5) 6-4,3,R32,116.0,126207,5,,Frances Tiafoe,R,188.0,USA,26.3,144719,,3.0,0.0,68.0,39.0,30.0,17.0,11.0,4.0,6.0,6.0,6.0,83.0,59.0,42.0,7.0,11.0,3.0,6.0,26.0,1615.0,63.0,810.0,1,7,1
2023-580,Australian Open,Hard,128,G,20230116,146,,Hugo Dellien,R,180.0,BOL,29.5,6-4 7-5 6-0,5,R128,111.0,111505,,Q,Enzo Couacaud,R,183.0,FRA,27.8,106198,,4.0,1.0,80.0,47.0,37.0,18.0,14.0,2.0,4.0,1.0,4.0,88.0,62.0,34.0,11.0,14.0,6.0,13.0,191.0,302.0,131.0,425.0,0,1,1
2023-9410,Astana,Hard,32,A,20230925,280,,Bernabe Zapata Miralles,R,185.0,ESP,26.6,7-6(5) 6-3,3,R32,108.0,106078,,Q,Egor Gerasimov,R,196.0,BLR,30.8,126523,,7.0,2.0,72.0,44.0,35.0,10.0,11.0,1.0,3.0,1.0,2.0,70.0,34.0,23.0,17.0,10.0,6.0,9.0,661.0,46.0,72.0,766.0,1,4,1
2023-0352,Paris Masters,Hard,64,M,20231030,249,,Frances Tiafoe,R,188.0,USA,25.7,6-3 6-4,3,R64,66.0,122330,,,Alexander Bublik,R,196.0,KAZ,26.3,126207,14,11.0,5.0,52.0,34.0,30.0,10.0,10.0,0.0,0.0,4.0,2.0,55.0,29.0,21.0,13.0,9.0,2.0,4.0,33.0,1289.0,14.0,2480.0,2,9,1
2023-5014,Shanghai Masters,Hard,128,M,20231002,180,Q,Denis Yevseyev,U,,KAZ,30.3,6-4 6-2,3,R128,86.0,105916,,,Marton Fucsovics,R,188.0,HUN,31.6,106187,,1.0,1.0,54.0,32.0,23.0,16.0,9.0,2.0,2.0,1.0,1.0,47.0,28.0,20.0,10.0,9.0,2.0,5.0,57.0,887.0,260.0,229.0,1,7,1
2020-6932,ATP Rio de Janeiro,Clay,32,A,20200217,277,,Albert Ramos,L,188.0,ESP,32.0,7-6(2) 4-6 7-6(2),3,R32,216.0,207989,,WC,Carlos Alcaraz,R,185.0,ESP,16.7,105077,7,2.0,5.0,153.0,104.0,65.0,22.0,17.0,10.0,15.0,5.0,6.0,138.0,80.0,49.0,30.0,17.0,15.0,19.0,406.0,82.0,41.0,1130.0,3,15,0
2022-0741,Eastbourne,Grass,32,A,20220620,273,Q,James Duckworth,R,183.0,AUS,30.4,4-6 7-6(5) 7-6(1),3,R32,152.0,132283,,,Lorenzo Sonego,R,191.0,ITA,27.1,105902,,12.0,4.0,110.0,82.0,63.0,13.0,17.0,5.0,7.0,3.0,3.0,102.0,60.0,47.0,25.0,17.0,0.0,1.0,32.0,1215.0,77.0,766.0,0,5,0
2023-0506,Buenos Aires,Clay,32,A,20230213,297,Q,Dusan Lajovic,R,180.0,SRB,32.6,6-4 6-2,3,QF,93.0,207989,1,,Carlos Alcaraz,R,185.0,ESP,19.7,105583,,1.0,4.0,51.0,33.0,23.0,9.0,9.0,3.0,5.0,1.0,2.0,70.0,44.0,21.0,12.0,9.0,5.0,10.0,2.0,6730.0,90.0,591.0,3,15,1
2020-0605,Tour Finals,Hard,8,F,20201116,300,,Dominic Thiem,R,185.0,AUT,27.2,4-6 7-6(2) 6-4,3,F,162.0,106421,4,,Daniil Medvedev,R,198.0,RUS,24.7,106233,3,12.0,3.0,110.0,66.0,51.0,24.0,16.0,3.0,4.0,6.0,1.0,117.0,85.0,63.0,14.0,16.0,8.0,9.0,4.0,6970.0,3.0,9125.0,2,16,0
2023-0360,Marrakech,Clay,32,A,20230403,276,LL,Hugo Grenier,R,196.0,FRA,27.0,6-3 6-4,3,R32,100.0,106220,,Q,Dimitar Kuzmanov,R,183.0,BUL,29.6,126409,,1.0,1.0,61.0,42.0,31.0,13.0,10.0,1.0,1.0,3.0,1.0,51.0,28.0,19.0,12.0,9.0,2.0,4.0,207.0,283.0,129.0,464.0,0,3,1
2023-0418,Washington,Hard,64,A,20230731,293,,Andy Murray,R,190.0,GBR,36.2,6-7(2) 6-3 6-4,3,R16,182.0,126203,1,,Taylor Fritz,R,193.0,USA,25.7,104918,15,17.0,4.0,126.0,84.0,65.0,18.0,16.0,8.0,9.0,6.0,7.0,104.0,64.0,52.0,14.0,15.0,5.0,8.0,9.0,3515.0,44.0,1030.0,1,8,1
2021-540,Wimbledon,Grass,128,G,20210628,170,,Laslo Djere,R,188.0,SRB,26.0,6-3 6-4 0-6 6-4,5,R64,135.0,104926,26,,Fabio Fognini,R,178.0,ITA,34.0,111513,,2.0,5.0,111.0,68.0,48.0,23.0,18.0,3.0,8.0,11.0,3.0,104.0,60.0,42.0,19.0,17.0,10.0,15.0,31.0,1868.0,55.0,1168.0,1,4,0
2021-580,Australian Open,Hard,128,G,20210208,185,,Borna Coric,R,188.0,CRO,24.2,6-4 6-2 4-6 6-4,5,R64,149.0,111456,,,Mackenzie Mcdonald,R,178.0,USA,25.8,106432,22,13.0,0.0,115.0,82.0,59.0,23.0,19.0,4.0,5.0,18.0,5.0,106.0,70.0,55.0,16.0,19.0,6.0,10.0,192.0,345.0,25.0,1855.0,0,5,0
2023-9410,Astana,Hard,32,A,20230925,298,,Sebastian Ofner,R,191.0,AUT,27.3,6-4 6-2,3,SF,70.0,105173,6,,Adrian Mannarino,L,183.0,FRA,35.2,124116,,6.0,3.0,53.0,32.0,24.0,11.0,9.0,1.0,2.0,4.0,3.0,49.0,25.0,18.0,8.0,9.0,0.0,4.0,34.0,1286.0,58.0,885.0,1,7,1
2023-0404,Indian Wells Masters,Hard,128,M,20230306,219,,Mikael Ymer,R,183.0,SWE,24.4,6-4 7-5,3,R128,126.0,208014,,Q,Rinky Hijikata,U,,AUS,22.0,144707,,0.0,4.0,80.0,49.0,27.0,19.0,11.0,6.0,10.0,0.0,3.0,84.0,66.0,34.0,7.0,11.0,10.0,16.0,130.0,451.0,57.0,851.0,0,4,1
2021-520,Roland Garros,Clay,128,G,20210531,186,,Marton Fucsovics,R,188.0,HUN,29.3,7-6(6) 6-1 6-2,5,R64,136.0,104926,27,,Fabio Fognini,R,178.0,ITA,34.0,105916,,2.0,3.0,90.0,56.0,38.0,21.0,14.0,4.0,6.0,4.0,2.0,87.0,54.0,34.0,14.0,13.0,5.0,11.0,29.0,1933.0,44.0,1456.0,1,4,0
2021-0407,Rotterdam,Hard,32,A,20210301,294,,Karen Khachanov,R,198.0,RUS,24.7,4-6 6-3 7-5,3,QF,162.0,126774,2,,Stefanos Tsitsipas,R,193.0,GRE,22.5,111575,,5.0,3.0,108.0,63.0,41.0,24.0,16.0,5.0,9.0,1.0,0.0,105.0,58.0,32.0,27.0,15.0,4.0,9.0,6.0,6595.0,21.0,2290.0,4,12,0
2022-0403,Miami Masters,Hard,128,M,20220321,244,Q,Daniel Elahi Galan,R,191.0,COL,25.7,6-7(7) 6-3 6-4,3,R64,129.0,122330,30,,Alexander Bublik,R,196.0,KAZ,24.7,123755,,11.0,13.0,94.0,54.0,42.0,19.0,16.0,5.0,9.0,1.0,0.0,109.0,70.0,40.0,20.0,15.0,6.0,12.0,33.0,1416.0,118.0,554.0,2,9,0
2023-7694,Lyon,Clay,32,A,20230522,298,,Cameron Norrie,L,188.0,GBR,27.7,6-3 6-0,3,SF,72.0,202103,4,,Francisco Cerundolo,R,185.0,ARG,24.7,111815,2,2.0,2.0,38.0,26.0,23.0,6.0,7.0,1.0,1.0,2.0,1.0,60.0,33.0,20.0,9.0,8.0,9.0,14.0,28.0,1345.0,14.0,2520.0,0,6,1
2020-M-DC-2020-WG2-PO-SYR-ZIM-01,Davis Cup WG2 PO: SYR vs ZIM,Hard,4,D,20200306,4,,Hazem Naw,R,,UNK,20.1,6-4 6-4,3,RR,,111761,,,Benjamin Lock,R,198.0,ZIM,26.9,208518,,,,,,,,,,,,,,,,,,,,430.0,79.0,,,0,2,0
2024-0717,Houston,Clay,32,A,20240401,289,,Aleksandar Kovacevic,U,,USA,25.5,4-6 7-6(1) 7-6(7),3,R16,214.0,111442,6,,Jordan Thompson,R,183.0,AUS,29.9,206499,,3.0,3.0,133.0,84.0,60.0,25.0,17.0,10.0,13.0,9.0,1.0,108.0,67.0,53.0,19.0,17.0,4.0,6.0,33.0,1195.0,98.0,613.0,0,7,1
2023-0421,Canada Masters,Hard,64,M,20230807,247,,Brandon Nakashima,R,185.0,USA,22.0,7-5 3-6 7-6(2),3,R64,167.0,208103,,,Jiri Lehecka,R,185.0,CZE,21.7,206909,,5.0,5.0,113.0,66.0,46.0,27.0,16.0,8.0,10.0,10.0,2.0,107.0,64.0,48.0,22.0,17.0,6.0,8.0,36.0,1163.0,74.0,805.0,5,6,1
2021-580,Australian Open,Hard,128,G,20210208,107,,Federico Coria,R,180.0,ARG,28.9,6-3 6-3 6-2,5,R128,95.0,105683,14,,Milos Raonic,R,196.0,CAN,30.1,105948,,17.0,2.0,70.0,47.0,40.0,17.0,13.0,2.0,2.0,2.0,3.0,98.0,67.0,40.0,14.0,13.0,11.0,16.0,14.0,2630.0,92.0,785.0,1,6,0
2022-540,Wimbledon,Grass,128,G,20220627,152,,Holger Rune,R,185.0,DEN,19.1,6-3 7-5 6-4,5,R128,132.0,106218,,,Marcos Giron,R,180.0,USA,28.9,208029,24,8.0,4.0,97.0,56.0,42.0,28.0,16.0,4.0,4.0,9.0,5.0,108.0,66.0,48.0,19.0,15.0,9.0,12.0,65.0,866.0,29.0,1420.0,0,4,1
2021-0407,Rotterdam,Hard,32,A,20210301,284,WC,Botic Van De Zandschulp,R,188.0,NED,25.4,6-4 7-6(4),3,R32,96.0,106432,,,Borna Coric,R,188.0,CRO,24.2,122298,,1.0,1.0,67.0,43.0,34.0,16.0,11.0,2.0,2.0,5.0,2.0,66.0,41.0,32.0,14.0,11.0,3.0,4.0,26.0,1890.0,147.0,489.0,0,7,0
2020-8888,Atp Cup,Hard,24,A,20200106,277,,Nicolas Jarry,R,198.0,CHI,24.2,6-7(3) 6-3 6-3,3,RR,132.0,105332,,,Benoit Paire,R,196.0,FRA,30.6,111797,,13.0,9.0,105.0,50.0,40.0,26.0,15.0,9.0,11.0,12.0,2.0,96.0,64.0,41.0,16.0,15.0,5.0,10.0,24.0,1538.0,77.0,675.0,0,5,0
2022-0329,Tokyo,Hard,32,A,20221003,298,,Denis Shapovalov,L,185.0,CAN,23.4,6-3 6-7(5) 6-3,3,SF,134.0,126203,3,,Taylor Fritz,R,193.0,USA,24.9,133430,7,6.0,5.0,106.0,57.0,47.0,24.0,16.0,5.0,7.0,8.0,1.0,86.0,58.0,39.0,17.0,14.0,3.0,7.0,11.0,3055.0,22.0,1745.0,1,8,1
2022-7480,Los Cabos,Hard,32,A,20220801,298,,Felix Auger Aliassime,R,193.0,CAN,21.9,6-4 3-6 6-3,3,SF,139.0,111815,3,,Cameron Norrie,L,188.0,GBR,26.9,200000,2,2.0,2.0,93.0,63.0,44.0,15.0,14.0,6.0,8.0,17.0,3.0,81.0,51.0,40.0,14.0,14.0,2.0,5.0,12.0,2893.0,9.0,3445.0,1,8,1
2020-0301,Auckland,Hard,32,A,20200113,295,,Kyle Edmund,R,188.0,GBR,25.0,7-6(5) 7-6(5),3,QF,116.0,104545,4,,John Isner,R,206.0,USA,34.7,106378,,25.0,3.0,101.0,76.0,56.0,11.0,12.0,9.0,9.0,6.0,2.0,78.0,52.0,43.0,16.0,12.0,4.0,4.0,20.0,1770.0,69.0,800.0,0,7,0
2023-0352,Paris Masters,Hard,64,M,20231030,291,,Jannik Sinner,R,188.0,ITA,22.2,W/O,3,R16,0.0,200282,13,,Alex De Minaur,R,183.0,AUS,24.6,206173,4,,,,,,,,,,,,,,,,,,,13.0,2650.0,4.0,5410.0,2,7,1
2021-0404,Indian Wells Masters,Hard,128,M,20211004,283,,Denis Shapovalov,L,185.0,CAN,22.4,7-5 6-2,3,R32,96.0,106234,19,,Aslan Karatsev,R,185.0,RUS,28.0,133430,9,0.0,3.0,61.0,27.0,21.0,24.0,10.0,1.0,1.0,12.0,4.0,58.0,35.0,26.0,9.0,10.0,6.0,9.0,24.0,2085.0,13.0,3265.0,0,6,0
